,Date / Time,City,State,Shape
2936,2016-06-23 23:00:00,Brueno                              ,ID    ,Triangle  
2937,2016-06-23 23:00:00,Oxnard                              ,CA    ,Sphere    
2938,2016-06-23 22:55:00,Billings                            ,MT    ,Light     
2939,2016-06-23 22:25:00,Throop                              ,PA    ,Circle    
2940,2016-06-23 22:16:00,Denton                              ,TX    ,Circle    
2941,2016-06-23 21:00:00,Cataula                             ,GA    ,Light     
2942,2016-06-23 20:30:00,Minneapolis                         ,MN    ,Cigar     
2943,2016-06-23 18:00:00,Katy                                ,TX    ,Oval      
2944,2016-06-23 13:16:00,Kansas City                         ,KS    ,Disk      
2946,2016-06-23 00:31:00,Jacksonville                        ,FL    ,Other     
2947,2016-06-22 22:00:00,Brookline                           ,MO    ,Circle    
2948,2016-06-22 21:56:00,Fayetteville                        ,NC    ,Light     
2949,2016-06-22 21:50:00,Watertown                           ,CT    ,Light     
2950,2016-06-22 14:30:00,Webster                             ,MA    ,Cylinder  
2951,2016-06-22 08:25:00,Amsterdam                           ,NY    ,Light     
2952,2016-06-22 08:02:00,Southbridge                         ,MA    ,Other     
2953,2016-06-22 02:20:00,Dix Hills                           ,NY    ,Sphere    
2954,2016-06-22 00:00:00,Donalds                             ,SC    ,Light     
2956,2016-06-21 23:00:00,Star                                ,ID    ,Other     
2957,2016-06-21 22:45:00,Panama City                         ,FL    ,Circle    
2958,2016-06-21 22:41:00,Duluth                              ,GA    ,Light     
2959,2016-06-21 21:21:00,Mooresville                         ,NC    ,Diamond   
2960,2016-06-21 19:30:00,Manheim                             ,PA    ,Cigar     
2962,2016-06-21 05:30:00,Indianapolis                        ,IN    ,Changing  
2963,2016-06-21 03:20:00,Mount Sinai                         ,NY    ,Light     
2964,2016-06-21 00:00:00,New York                            ,NY    ,Oval      
2965,2016-06-20 23:30:00,Emerald Isle                        ,NC    ,Circle    
2966,2016-06-20 22:00:00,Bellevue                            ,WA    ,Other     
2967,2016-06-20 21:40:00,Gardnerville                        ,NV    ,Oval      
2968,2016-06-20 21:00:00,Aberdeen                            ,MD    ,Fireball  
2969,2016-06-20 19:45:00,San Ramon                           ,CA    ,Circle    
2970,2016-06-20 19:35:00,Burlington                          ,WA    ,Light     
2971,2016-06-20 09:38:00,Endicott                            ,NY    ,Circle    
2972,2016-06-20 03:30:00,Jackson                             ,WI    ,Chevron   
2973,2016-06-19 23:32:00,Sun City West                       ,AZ    ,Sphere    
2974,2016-06-19 22:50:00,Fuquay Varina                       ,NC    ,Rectangle 
2976,2016-06-19 17:05:00,Burlington                          ,WA    ,Other     
2978,2016-06-19 14:00:00,Silver Spring                       ,MD    ,Circle    
2979,2016-06-19 12:20:00,Green Valley                        ,AZ    ,Cylinder  
2981,2016-06-19 04:30:00,Buena Park                          ,CA    ,Egg       
2982,2016-06-19 02:45:00,Atlanta                             ,GA    ,Circle    
2983,2016-06-19 01:17:00,Idaho City                          ,ID    ,Triangle  
2984,2016-06-19 00:16:00,Atlanta                             ,GA    ,Light     
2985,2016-06-18 23:58:00,Midland                             ,MI    ,Light     
2986,2016-06-18 23:40:00,New York City                       ,NY    ,Circle    
2987,2016-06-18 23:35:00,South Bend                          ,IN    ,Light     
2988,2016-06-18 23:30:00,Cumming                             ,GA    ,Fireball  
2989,2016-06-18 23:13:00,Lake Vermilion                      ,MN    ,Fireball  
2990,2016-06-18 22:45:00,Mills River                         ,NC    ,Light     
2991,2016-06-18 22:45:00,Mills River                         ,NC    ,Light     
2993,2016-06-18 22:15:00,Kenosha                             ,WI    ,Other     
2994,2016-06-18 22:00:00,Canton                              ,NY    ,Changing  
2995,2016-06-18 22:00:00,Bradford                            ,PA    ,Fireball  
2996,2016-06-18 21:30:00,South Barrington                    ,IL    ,Chevron   
2997,2016-06-18 21:09:00,Monaca                              ,PA    ,Circle    
2998,2016-06-18 20:45:00,Eugene                              ,OR    ,Oval      
2999,2016-06-18 20:05:00,Chicago                             ,IL    ,Circle    
3000,2016-06-18 20:00:00,Temecula                            ,CA    ,Oval      
3001,2016-06-18 19:45:00,East Northport                      ,NY    ,Circle    
3002,2016-06-18 18:40:00,Farmingdale                         ,NY    ,Circle    
3003,2016-06-18 14:00:00,Ocean City                          ,MD    ,Sphere    
3004,2016-06-18 13:29:00,Ridgeway                            ,CO    ,Formation 
3005,2016-06-18 13:00:00,Gold Beach                          ,OR    ,Circle    
3006,2016-06-18 10:45:00,Newberry                            ,SC    ,Sphere    
3007,2016-06-18 09:00:00,Greensboro                          ,NC    ,Rectangle 
3008,2016-06-18 01:20:00,Louisville                          ,KY    ,Triangle  
3009,2016-06-17 00:00:00,Gaffney                             ,SC    ,Circle    
3010,2016-06-17 22:47:00,Spencerville                        ,OH    ,Fireball  
3012,2016-06-17 22:30:00,Pawleys Island                      ,SC    ,Circle    
3013,2016-06-17 21:40:00,West Babylon                        ,NY    ,Circle    
3014,2016-06-17 21:40:00,West Babylon                        ,NY    ,Circle    
3015,2016-06-17 21:30:00,New Orleans                         ,LA    ,Circle    
3016,2016-06-17 21:10:00,Rodeo                               ,NM    ,Light     
3018,2016-06-17 20:05:00,Oro Valley                          ,AZ    ,Sphere    
3019,2016-06-17 20:00:00,Milan                               ,MI    ,Oval      
3020,2016-06-17 12:15:00,Bridgewater                         ,NJ    ,Cigar     
3021,2016-06-17 11:50:00,Orlando                             ,FL    ,Flash     
3022,2016-06-17 10:23:00,Hendersonville                      ,TN    ,Triangle  
3023,2016-06-17 02:00:00,Kuna                                ,ID    ,Chevron   
3024,2016-06-17 00:02:00,Muskegon                            ,MI    ,Light     
3025,2016-06-16 22:47:00,Centerburg                          ,OH    ,Other     
3026,2016-06-16 22:40:00,Bristol                             ,TN    ,Circle    
3027,2016-06-16 22:26:00,San Antonio                         ,TX    ,Diamond   
3028,2016-06-16 22:10:00,Hopkinsville                        ,KY    ,Fireball  
3029,2016-06-16 21:59:00,Portsmouth                          ,VA    ,Light     
3031,2016-06-16 21:45:00,Bridgewater                         ,PA    ,Formation 
3032,2016-06-16 20:45:00,Lakewood                            ,CO    ,Other     
3033,2016-06-16 20:40:00,Pretty Prairie                      ,KS    ,Rectangle 
3034,2016-06-16 20:00:00,Henderson                           ,NV    ,Cylinder  
3035,2016-06-16 14:45:00,Box Elder                           ,SD    ,Oval      
3036,2016-06-16 13:00:00,Boise                               ,ID    ,Sphere    
3037,2016-06-16 11:45:00,Cornelia                            ,GA    ,Circle    
3038,2016-06-16 01:00:00,Orange City                         ,FL    ,Light     
3039,2016-06-16 00:50:00,Rapid City                          ,SD    ,Sphere    
3040,2016-06-15 23:49:00,Watertown                           ,MA    ,Diamond   
3041,2016-06-15 23:00:00,Lancaster                           ,OH    ,Light     
3042,2016-06-15 23:00:00,Lancaster                           ,OH    ,Formation 
3043,2016-06-15 22:15:00,Tarzana                             ,CA    ,Oval      
3044,2016-06-15 21:55:00,New Hope                            ,MN    ,Sphere    
3045,2016-06-15 21:50:00,Hebe                                ,PA    ,Circle    
3046,2016-06-15 21:45:00,Jonesborough                        ,TN    ,Light     
3047,2016-06-15 20:25:00,Mount Vernon                        ,OH    ,Circle    
3049,2016-06-14 23:00:00,Park Rapids                         ,MN    ,Circle    
3050,2016-06-14 21:30:00,Bourne                              ,MA    ,Light     
3051,2016-06-14 21:10:00,Pittsburgh                          ,PA    ,Fireball  
3053,2016-06-14 19:30:00,Pompano Beach                       ,FL    ,Other     
3054,2016-06-14 19:30:00,Pompano Beach                       ,FL    ,Other     
3055,2016-06-14 11:05:00,Richmond                            ,KY    ,Cigar     
3056,2016-06-14 11:00:00,Danvers                             ,MA    ,Triangle  
3057,2016-06-14 01:13:00,Anchorage                           ,AK    ,Flash     
3058,2016-06-13 23:45:00,Las Vegas                           ,NV    ,Light     
3059,2016-06-13 22:30:00,Phoenix                             ,AZ    ,Circle    
3060,2016-06-13 21:30:00,Warrington                          ,PA    ,Light     
3062,2016-06-13 02:00:00,Phoenix                             ,AZ    ,Circle    
3064,2016-12-06 23:30:00,Phoenix                             ,AZ    ,Light     
3065,2016-12-06 21:15:00,Palo Alto                           ,CA    ,Fireball  
3066,2016-12-06 21:10:00,Kure Beach                          ,NC    ,Diamond   
3067,2016-12-06 21:00:00,Front Royal                         ,VA    ,Light     
3068,2016-12-06 20:58:00,Redondo Beach                       ,CA    ,Light     
3069,2016-12-06 20:00:00,Denver                              ,CO    ,Cylinder  
3070,2016-12-06 19:55:00,Santa Fe Springs                    ,CA    ,Light     
3071,2016-12-06 19:42:00,Tacoma                              ,WA    ,Sphere    
3072,2016-12-06 17:48:00,Golden                              ,CO    ,Other     
3073,2016-12-06 04:00:00,Indianapolis                        ,IN    ,Circle    
3074,2016-12-06 01:30:00,Lower Makefield                     ,PA    ,Light     
3075,2016-12-06 01:05:00,Shakopee                            ,MN    ,Other     
3076,2016-12-06 00:00:00,New York                            ,NY    ,Disk      
3077,2016-12-06 00:00:00,New York City                       ,NY    ,Disk      
3080,2016-11-06 23:15:00,West Bangor                         ,PA    ,Fireball  
3081,2016-11-06 23:00:00,Bloomsburg                          ,PA    ,Fireball  
3082,2016-11-06 23:00:00,La Puente                           ,CA    ,Oval      
3083,2016-11-06 23:00:00,Shaver Lake                         ,FL    ,Circle    
3085,2016-11-06 22:53:00,Fredenberg                          ,MN    ,Light     
3086,2016-11-06 22:20:00,Winter Park                         ,FL    ,Circle    
3087,2016-11-06 22:00:00,Laguna Niguel                       ,CA    ,Fireball  
3088,2016-11-06 21:50:00,Sonoma                              ,CA    ,Changing  
3089,2016-11-06 21:45:00,Des Peres                           ,MO    ,Light     
3090,2016-11-06 21:40:00,Madison                             ,WI    ,Circle    
3091,2016-11-06 21:40:00,Westland                            ,MI    ,Formation 
3092,2016-11-06 21:30:00,Dothan                              ,AL    ,Formation 
3093,2016-11-06 20:00:00,Newburgh                            ,IN    ,Triangle  
3094,2016-11-06 19:08:00,Lafayette                           ,LA    ,Cigar     
3095,2016-11-06 18:25:00,North Hollywood                     ,CA    ,Diamond   
3096,2016-11-06 11:10:00,Laveen                              ,AZ    ,Diamond   
3098,2016-11-06 11:00:00,Walden                              ,CO    ,Sphere    
3099,2016-11-06 07:00:00,Buckeye                             ,AZ    ,Sphere    
3100,2016-11-06 01:00:00,Cranston                            ,RI    ,Light     
3101,2016-10-06 23:30:00,Santa Fe                            ,NM    ,Disk      
3102,2016-10-06 23:30:00,Chino                               ,CA    ,Light     
3104,2016-10-06 23:00:00,Garner                              ,NC    ,Light     
3106,2016-10-06 22:35:00,Carmel                              ,ME    ,Cross     
3108,2016-10-06 22:30:00,Mount Laurel                        ,NJ    ,Triangle  
3109,2016-10-06 22:30:00,Occoquan                            ,VA    ,Fireball  
3110,2016-10-06 22:05:00,Indian Trail                        ,NC    ,Fireball  
3111,2016-10-06 22:00:00,Apex                                ,NC    ,Light     
3112,2016-10-06 22:00:00,Greensboro                          ,NC    ,Fireball  
3113,2016-10-06 21:55:00,Princeton                           ,WV    ,Light     
3116,2016-10-06 20:30:00,St. Louis                           ,MO    ,Light     
3117,2016-10-06 18:10:00,Agoura Hills                        ,CA    ,Oval      
3119,2016-10-06 04:30:00,Mercer Island                       ,WA    ,Light     
3120,2016-10-06 00:20:00,Wichita                             ,KS    ,Diamond   
3121,2016-09-06 22:10:00,Mooresville                         ,NC    ,Light     
3123,2016-09-06 21:30:00,Fredericksburg                      ,VA    ,Flash     
3124,2016-09-06 20:50:00,Thomasville                         ,NC    ,Oval      
3125,2016-09-06 18:00:00,Florence                            ,KY    ,Rectangle 
